n,time elapsed (ms)
1103,15.9343
1104,15.9285
1105,16.1046
1106,15.9845
1107,15.9859
1108,16.0052
1109,16.1008
1110,16.1616
1111,16.0344
1112,16.0795
1113,16.108
1114,16.1238
1115,16.1979
1116,16.2218
1117,16.3266
1118,16.2771
1119,16.2824
1120,16.286
1121,16.2964
1122,16.2999
1123,16.3438
1124,16.4299
1125,16.3866
1126,16.5022
1127,16.5795
1128,16.4641
1129,16.5971
1130,16.6231
1131,16.5631
1132,16.607
1133,16.6284
1134,16.6662
1135,16.6665
1136,17.7834
1137,17.2545
1138,17.3163
1139,17.2692
1140,17.3443
1141,17.206
1142,17.1521
1143,17.1508
1144,17.1844
1145,17.0611
1146,17.1202
1147,17.1022
1148,17.1094
1149,17.0677
1150,17.255
1151,17.5686
1152,25.3409
1153,17.7787
1154,17.6572
1155,17.635
1156,17.6436
1157,17.6444
1158,17.7318
1159,17.7551
1160,17.7542
1161,17.7887
1162,17.9076
1163,17.8763
1164,17.9068
1165,18.2228
1166,18.3636
1167,18.3281
1168,18.2066
1169,18.2139
1170,18.3388
1171,18.3827
1172,18.062
1173,18.0054
1174,17.9591
1175,17.9838
1176,18.0326
1177,17.9753
1178,17.9231
1179,17.9143
1180,17.9491
1181,17.9642
1182,18.0864
1183,18.0955
1184,18.3023
1185,18.1677
1186,18.1186
1187,18.1198
1188,18.1425
1189,18.157
1190,18.1788
1191,18.2086
1192,18.2193
1193,18.261
1194,18.2709
1195,18.3543
1196,18.5949
1197,18.7484
1198,18.5106
1199,18.4482
1200,18.6018
1201,18.4735
1202,18.5336
1203,18.6468
1204,18.6302
1205,18.6208
1206,34.2955
1207,19.3522
1208,19.0345
1209,18.9414
1210,19.0359
1211,18.9036
1212,18.9526
1213,18.8631
1214,18.9825
1215,18.939
1216,18.9387
1217,19.0178
1218,19.294
1219,19.5619
1220,19.6813
1221,19.5068
1222,19.4791
1223,19.3461
1224,19.2452
1225,19.3838
1226,19.3024
1227,19.2633
1228,19.307
1229,19.3896
1230,19.5436
1231,19.4863
1232,19.3682
1233,19.406
1234,19.42
1235,19.5717
1236,19.7349
1237,19.5177
1238,19.5035
1239,19.5759
1240,19.5586
1241,19.6814
1242,19.7132
1243,19.6817
1244,19.6466
1245,19.6846
1246,19.7477
1247,19.754
1248,19.7834
1249,19.8198
1250,19.9603
1251,19.8788
1252,19.9131
1253,19.8913
1254,19.9834
1255,20.0116
1256,28.4804
1257,20.8236
1258,21.1569
1259,21.0342
1260,20.9874
1261,21.092
1262,20.7754
1263,20.6702
1264,20.4031
1265,20.4385
1266,20.4697
1267,20.4776
1268,20.5547
1269,20.6333
1270,20.5966
1271,20.4838
1272,20.6429
1273,20.5363
1274,20.5668
1275,20.6251
1276,20.6014
1277,20.7375
1278,20.7663
1279,20.7965
1280,20.7348
1281,20.747
1282,20.755
1283,20.7679
1284,20.9205
1285,20.8683
1286,20.8727
1287,20.8648
1288,20.9367
1289,20.9735
1290,20.9576
1291,20.9999
1292,21.0613
1293,21.2217
1294,21.1426
1295,21.1664
1296,21.178
1297,21.255
1298,21.2323
1299,21.2676
1300,21.2752
1301,21.3092
1302,21.484
1303,32.8203
1304,21.9979
1305,21.9425
1306,21.901
1307,22.1968
1308,22.1628
1309,22.0448
1310,22.0428
1311,22.1388
1312,22.1417
1313,22.2843
1314,22.5557
1315,22.6753
1316,22.8158
1317,22.5887
1318,22.5899
1319,22.5861
1320,22.4822
1321,22.2986
1322,22.3697
1323,22.2635
1324,22.281
1325,22.2541
1326,22.213
1327,22.2023
1328,22.1872
1329,22.3296
1330,22.2954
1331,22.3479
1332,22.3015
1333,22.379
1334,22.4022
1335,22.4382
1336,22.4637
1337,22.4987
1338,23.1981
1339,22.9754
1340,22.7928
1341,22.7114
1342,22.6907
1343,22.696
1344,22.7377
1345,22.7101
1346,25.0161
1347,23.275
1348,23.0438
1349,22.9131
1350,22.8737
1351,22.8873
1352,23.0733
1353,23.3922
1354,23.1591
1355,23.1986
1356,23.0912
1357,23.3677
1358,23.4041
1359,23.3545
1360,23.1706
1361,23.2161
1362,23.242
1363,23.3106
1364,23.3044
1365,23.3449
1366,23.499
1367,23.3933
1368,23.448
1369,23.4806
1370,23.4666
1371,23.5457
1372,23.606
1373,23.6487
1374,23.6511
1375,23.6951
1376,23.7235
1377,23.7625
1378,23.7637
1379,23.7502
1380,23.8645
1381,23.8941
1382,23.9987
1383,23.9305
1384,23.953
1385,26.998
1386,24.9252
1387,25.0188
1388,27.8102
1389,25.2295
1390,25.0997
1391,24.7518
1392,24.7074
1393,24.5383
1394,24.5446
1395,24.6258
1396,24.8432
1397,24.7462
1398,24.6537
1399,24.6409
1400,24.5619
1401,24.7485
1402,24.6234
1403,24.6994
1404,24.7744
1405,24.7903
1406,24.9817
1407,24.9045
1408,24.8098
1409,24.8349
1410,24.882
1411,24.8861
1412,25.248
1413,25.1164
1414,25.07
1415,25.0488
1416,25.0756
1417,25.0583
1418,25.0874
1419,25.2676
1420,25.1951
1421,25.2264
1422,25.2822
1423,25.438
1424,25.4671
1425,25.3585
1426,25.4433
1427,25.4609
1428,31.6443
1429,26.1452
1430,26.1439
1431,26.5047
1432,26.3904
1433,26.4316
1434,26.3606
1435,26.28
1436,26.3848
1437,26.3616
1438,26.1143
1439,25.9544
1440,25.9987
1441,26.0199
1442,26.4048
1443,26.6482
1444,26.8395
1445,26.6037
1446,26.4399
1447,26.4238
1448,26.3093
1449,26.5533
1450,26.4543
1451,26.643
1452,26.6106
1453,26.5456
1454,26.5112
1455,26.4642
1456,26.4908
1457,26.4943
1458,26.499
1459,26.5502
1460,26.5482
1461,26.5736
1462,26.5839
1463,26.6207
1464,26.6503
1465,32.6801
1466,27.5417
1467,27.4888
1468,27.7892
1469,27.623
1470,27.4735
1471,27.3066
1472,27.293
1473,27.1986
1474,27.4666
1475,27.703
1476,27.3829
1477,27.2736
1478,27.2697
1479,27.2952
1480,27.4598
1481,27.2571
1482,27.2745
1483,27.3277
1484,27.398
1485,27.4011
1486,32.3256
1487,28.3049
1488,28.2872
1489,28.2864
1490,28.4141
1491,28.0788
1492,27.8689
1493,27.9263
1494,27.9706
1495,27.9925
1496,28.0071
1497,27.8588
1498,27.8902
1499,28.061
1500,32.4959
1501,28.5581
1502,28.192
1503,28.3386
1504,28.128
1505,28.2548
1506,28.1672
1507,28.3221
1508,28.2248
1509,28.2431
1510,30.5153
1511,29.1084
1512,28.8763
1513,28.7225
1514,28.6422
1515,28.6239
1516,28.6352
1517,28.8541
1518,28.7071
1519,28.7099
1520,28.7715
1521,28.8429
1522,28.8549
1523,29.0531
1524,28.9656
1525,29.0229
1526,28.886
1527,28.9931
1528,29.2139
1529,29.0873
1530,29.1618
1531,29.1303
1532,29.3526
1533,29.1553
1534,31.9953
1535,29.9853
1536,29.9771
1537,30.0521
1538,30.0302
1539,30.0085
1540,30.317
1541,30.1435
1542,30.3451
1543,30.532
1544,30.5017
1545,30.5613
1546,30.7949
1547,30.3341
1548,30.1861
1549,30.0883
1550,29.9673
1551,30.1099
1552,29.9695
1553,29.8955
1554,29.9676
1555,30.0305
1556,29.9806
1557,30.1285
1558,30.0856
1559,30.0254
1560,30.1655
1561,30.2041
1562,30.2983
1563,30.2859
1564,30.2653
1565,30.288
1566,30.3974
1567,37.048
1568,30.8538
1569,30.6064
1570,30.4251
